dataType,date,tradingPartner,value
OldinvValue,2018-03-29,E,0
OldpayValue,2018-03-29,E,0
OlddocCount,2018-03-29,F,8
OlddocVolume,2018-03-29,F,379
OldpoValue,2018-03-29,F,0
OldinvValue,2018-03-29,F,0
OldpayValue,2018-03-29,F,0
OlddocCount,2018-03-29,G,0
OlddocVolume,2018-03-29,G,0
OldpoValue,2018-03-29,G,0
OldinvValue,2018-03-29,G,0
OldpayValue,2018-03-29,G,0
OlddocCount,2018-03-29,H,190
OlddocVolume,2018-03-29,H,171323
OldpoValue,2018-03-29,H,0
OldinvValue,2018-03-29,H,0
OldpayValue,2018-03-29,H,0
OlddocCount,2018-03-29,I,2499
OlddocVolume,2018-03-29,I,1241360
OldpoValue,2018-03-29,I,0
OldinvValue,2018-03-29,I,0
OldpayValue,2018-03-29,I,0
OlddocCount,2018-03-29,J,1922
OlddocVolume,2018-03-29,J,465490
OldpoValue,2018-03-29,J,50655304
OldinvValue,2018-03-29,J,0
OldpayValue,2018-03-29,J,0
OlddocCount,2018-03-29,K,2071
OlddocVolume,2018-03-29,K,429796
OldpoValue,2018-03-29,K,0
OldinvValue,2018-03-29,K,0
OldpayValue,2018-03-29,K,0
OlddocCount,2018-03-29,L,0
OlddocVolume,2018-03-29,L,0
OldpoValue,2018-03-29,L,0
OldinvValue,2018-03-29,L,0
OldpayValue,2018-03-29,L,0
OlddocCount,2018-03-29,N,3367
OlddocVolume,2018-03-29,N,1102949
OldpoValue,2018-03-29,N,0
OldinvValue,2018-03-29,N,0
OldpayValue,2018-03-29,N,0
OlddocCount,2018-03-29,O,2668
OlddocVolume,2018-03-29,O,438120
OldpoValue,2018-03-29,O,0
OldinvValue,2018-03-29,O,0
OldpayValue,2018-03-29,O,0
OlddocCount,2018-03-29,M,0
OlddocVolume,2018-03-29,M,0
OldpoValue,2018-03-29,M,0
OldinvValue,2018-03-29,M,0
OldpayValue,2018-03-29,M,0
OlddocCount,2018-03-29,P,759
OlddocVolume,2018-03-29,P,181728
OldpoValue,2018-03-29,P,0
OldinvValue,2018-03-29,P,0
OldpayValue,2018-03-29,P,0
OlddocCount,2018-03-29,Q,0
OlddocVolume,2018-03-29,Q,0
OldpoValue,2018-03-29,Q,0
OldinvValue,2018-03-29,Q,0
OldpayValue,2018-03-29,Q,0
OlddocCount,2018-03-29,R,1558
OlddocVolume,2018-03-29,R,453812
OldpoValue,2018-03-29,R,0
OldinvValue,2018-03-29,R,0
OldpayValue,2018-03-29,R,0
OlddocCount,2018-03-29,T,634
OlddocVolume,2018-03-29,T,1218990
OldpoValue,2018-03-29,T,0
OldinvValue,2018-03-29,T,0
OldpayValue,2018-03-29,T,0
OlddocCount,2018-03-29,S,276
OlddocVolume,2018-03-29,S,56815
OldpoValue,2018-03-29,S,2863
OldinvValue,2018-03-29,S,0
OldpayValue,2018-03-29,S,0
OlddocCount,2018-03-29,U,0
OlddocVolume,2018-03-29,U,0
OldpoValue,2018-03-29,U,0
OldinvValue,2018-03-29,U,0
OldpayValue,2018-03-29,U,0
docCount,2018-03-30,A,103934
docVolume,2018-03-30,A,70523933
poValue,2018-03-30,A,60533243
invValue,2018-03-30,A,1131846867
payValue,2018-03-30,A,0
OlddocCount,2018-03-30,B,16141
OlddocVolume,2018-03-30,B,7083962
OldpoValue,2018-03-30,B,0
OldinvValue,2018-03-30,B,0
OldpayValue,2018-03-30,B,0
OlddocCount,2018-03-30,C,2887
OlddocVolume,2018-03-30,C,2334056
OldpoValue,2018-03-30,C,2573208
OldinvValue,2018-03-30,C,0
OldpayValue,2018-03-30,C,0
OlddocCount,2018-03-30,D,111
OlddocVolume,2018-03-30,D,104449
OldpoValue,2018-03-30,D,0
OldinvValue,2018-03-30,D,0
OldpayValue,2018-03-30,D,0
OlddocCount,2018-03-30,E,1029
OlddocVolume,2018-03-30,E,2795716
OldpoValue,2018-03-30,E,0
OldinvValue,2018-03-30,E,0
OldpayValue,2018-03-30,E,0
OlddocCount,2018-03-30,F,2
OlddocVolume,2018-03-30,F,97
OldpoValue,2018-03-30,F,0
OldinvValue,2018-03-30,F,0
OldpayValue,2018-03-30,F,0
OlddocCount,2018-03-30,G,0
OlddocVolume,2018-03-30,G,0
OldpoValue,2018-03-30,G,0
OldinvValue,2018-03-30,G,0
OldpayValue,2018-03-30,G,0
OlddocCount,2018-03-30,H,185
OlddocVolume,2018-03-30,H,159058
OldpoValue,2018-03-30,H,0
OldinvValue,2018-03-30,H,0
OldpayValue,2018-03-30,H,0
OlddocCount,2018-03-30,I,2663
OlddocVolume,2018-03-30,I,1324655
OldpoValue,2018-03-30,I,0
OldinvValue,2018-03-30,I,0
OldpayValue,2018-03-30,I,0
OlddocCount,2018-03-30,J,1416
OlddocVolume,2018-03-30,J,296832
OldpoValue,2018-03-30,J,26151162
OldinvValue,2018-03-30,J,0
OldpayValue,2018-03-30,J,0
OlddocCount,2018-03-30,K,1804
OlddocVolume,2018-03-30,K,354109
OldpoValue,2018-03-30,K,0
OldinvValue,2018-03-30,K,0
OldpayValue,2018-03-30,K,0
OlddocCount,2018-03-30,L,0
OlddocVolume,2018-03-30,L,0
OldpoValue,2018-03-30,L,0
OldinvValue,2018-03-30,L,0
OldpayValue,2018-03-30,L,0
OlddocCount,2018-03-30,N,2680
OlddocVolume,2018-03-30,N,868177
OldpoValue,2018-03-30,N,0
OldinvValue,2018-03-30,N,0
OldpayValue,2018-03-30,N,0
OlddocCount,2018-03-30,O,1685
OlddocVolume,2018-03-30,O,272164
OldpoValue,2018-03-30,O,0
OldinvValue,2018-03-30,O,0
OldpayValue,2018-03-30,O,0
OlddocCount,2018-03-30,M,0
OlddocVolume,2018-03-30,M,0
OldpoValue,2018-03-30,M,0
OldinvValue,2018-03-30,M,0
OldpayValue,2018-03-30,M,0
OlddocCount,2018-03-30,P,760
OlddocVolume,2018-03-30,P,182961
OldpoValue,2018-03-30,P,0
OldinvValue,2018-03-30,P,0
OldpayValue,2018-03-30,P,0
OlddocCount,2018-03-30,Q,0
OlddocVolume,2018-03-30,Q,0
OldpoValue,2018-03-30,Q,0
OldinvValue,2018-03-30,Q,0
OldpayValue,2018-03-30,Q,0
OlddocCount,2018-03-30,R,1648
OlddocVolume,2018-03-30,R,483081
OldpoValue,2018-03-30,R,0
OldinvValue,2018-03-30,R,0
OldpayValue,2018-03-30,R,0
OlddocCount,2018-03-30,T,610
OlddocVolume,2018-03-30,T,1220646
OldpoValue,2018-03-30,T,0
OldinvValue,2018-03-30,T,0
OldpayValue,2018-03-30,T,0
OlddocCount,2018-03-30,S,524
OlddocVolume,2018-03-30,S,390626
OldpoValue,2018-03-30,S,64038
OldinvValue,2018-03-30,S,0
OldpayValue,2018-03-30,S,0
OlddocCount,2018-03-30,U,0
OlddocVolume,2018-03-30,U,0
OldpoValue,2018-03-30,U,0
OldinvValue,2018-03-30,U,0
OldpayValue,2018-03-30,U,0
docCount,2018-03-31,A,39646
docVolume,2018-03-31,A,21154824
poValue,2018-03-31,A,15466106
invValue,2018-03-31,A,284137165
payValue,2018-03-31,A,0
OlddocCount,2018-03-31,B,16716
OlddocVolume,2018-03-31,B,7348853
OldpoValue,2018-03-31,B,0
OldinvValue,2018-03-31,B,0
OldpayValue,2018-03-31,B,0
OlddocCount,2018-03-31,C,1446
OlddocVolume,2018-03-31,C,3155171
OldpoValue,2018-03-31,C,0
OldinvValue,2018-03-31,C,0
OldpayValue,2018-03-31,C,0
OlddocCount,2018-03-31,D,19
OlddocVolume,2018-03-31,D,14998
OldpoValue,2018-03-31,D,0
OldinvValue,2018-03-31,D,0
OldpayValue,2018-03-31,D,0
OlddocCount,2018-03-31,E,222
OlddocVolume,2018-03-31,E,479485
OldpoValue,2018-03-31,E,0
OldinvValue,2018-03-31,E,0
OldpayValue,2018-03-31,E,0
OlddocCount,2018-03-31,F,0
OlddocVolume,2018-03-31,F,0
OldpoValue,2018-03-31,F,0
OldinvValue,2018-03-31,F,0
OldpayValue,2018-03-31,F,0
OlddocCount,2018-03-31,G,0
OlddocVolume,2018-03-31,G,0
OldpoValue,2018-03-31,G,0
OldinvValue,2018-03-31,G,0
OldpayValue,2018-03-31,G,0
OlddocCount,2018-03-31,H,117
OlddocVolume,2018-03-31,H,79346
OldpoValue,2018-03-31,H,0
OldinvValue,2018-03-31,H,0
OldpayValue,2018-03-31,H,0
OlddocCount,2018-03-31,I,161
OlddocVolume,2018-03-31,I,79726
OldpoValue,2018-03-31,I,0
OldinvValue,2018-03-31,I,0
OldpayValue,2018-03-31,I,0
OlddocCount,2018-03-31,J,692
OlddocVolume,2018-03-31,J,92247
OldpoValue,2018-03-31,J,41042
OldinvValue,2018-03-31,J,0
OldpayValue,2018-03-31,J,0
OlddocCount,2018-03-31,K,273
OlddocVolume,2018-03-31,K,50803
OldpoValue,2018-03-31,K,0
OldinvValue,2018-03-31,K,0
OldpayValue,2018-03-31,K,0
OlddocCount,2018-03-31,L,0
OlddocVolume,2018-03-31,L,0
OldpoValue,2018-03-31,L,0
OldinvValue,2018-03-31,L,0
OldpayValue,2018-03-31,L,0
OlddocCount,2018-03-31,N,134
OlddocVolume,2018-03-31,N,42101
OldpoValue,2018-03-31,N,0
OldinvValue,2018-03-31,N,0
OldpayValue,2018-03-31,N,0
OlddocCount,2018-03-31,O,176
OlddocVolume,2018-03-31,O,28383
OldpoValue,2018-03-31,O,0
OldinvValue,2018-03-31,O,0
OldpayValue,2018-03-31,O,0
OlddocCount,2018-03-31,M,0
OlddocVolume,2018-03-31,M,0
OldpoValue,2018-03-31,M,0
OldinvValue,2018-03-31,M,0
OldpayValue,2018-03-31,M,0
OlddocCount,2018-03-31,P,128
OlddocVolume,2018-03-31,P,31131
OldpoValue,2018-03-31,P,0
OldinvValue,2018-03-31,P,0
OldpayValue,2018-03-31,P,0
OlddocCount,2018-03-31,Q,0
OlddocVolume,2018-03-31,Q,0
OldpoValue,2018-03-31,Q,0
OldinvValue,2018-03-31,Q,0
OldpayValue,2018-03-31,Q,0
OlddocCount,2018-03-31,R,19
OlddocVolume,2018-03-31,R,5864
OldpoValue,2018-03-31,R,0
OldinvValue,2018-03-31,R,0
OldpayValue,2018-03-31,R,0
OlddocCount,2018-03-31,T,254
OlddocVolume,2018-03-31,T,198295
OldpoValue,2018-03-31,T,0
OldinvValue,2018-03-31,T,0
OldpayValue,2018-03-31,T,0
OlddocCount,2018-03-31,S,183
OlddocVolume,2018-03-31,S,153493
OldpoValue,2018-03-31,S,10998306
OldinvValue,2018-03-31,S,0
OldpayValue,2018-03-31,S,0
OlddocCount,2018-03-31,U,0
OlddocVolume,2018-03-31,U,0
OldpoValue,2018-03-31,U,0
OldinvValue,2018-03-31,U,0
OldpayValue,2018-03-31,U,0
docCount,2018-04-01,A,50698
docVolume,2018-04-01,A,24894173
poValue,2018-04-01,A,523021
invValue,2018-04-01,A,90044507
payValue,2018-04-01,A,0
OlddocCount,2018-04-01,B,18433
OlddocVolume,2018-04-01,B,8191740
OldpoValue,2018-04-01,B,0
OldinvValue,2018-04-01,B,0
OldpayValue,2018-04-01,B,0
OlddocCount,2018-04-01,C,312
OlddocVolume,2018-04-01,C,55308
OldpoValue,2018-04-01,C,0
OldinvValue,2018-04-01,C,0
OldpayValue,2018-04-01,C,0
OlddocCount,2018-04-01,D,93
OlddocVolume,2018-04-01,D,64771
OldpoValue,2018-04-01,D,0
OldinvValue,2018-04-01,D,0
OldpayValue,2018-04-01,D,0
OlddocCount,2018-04-01,E,151
OlddocVolume,2018-04-01,E,452435
OldpoValue,2018-04-01,E,0
OldinvValue,2018-04-01,E,0
OldpayValue,2018-04-01,E,0
OlddocCount,2018-04-01,F,0
OlddocVolume,2018-04-01,F,0
OldpoValue,2018-04-01,F,0
OldinvValue,2018-04-01,F,0
OldpayValue,2018-04-01,F,0
OlddocCount,2018-04-01,G,0
OlddocVolume,2018-04-01,G,0
OldpoValue,2018-04-01,G,0
OldinvValue,2018-04-01,G,0
OldpayValue,2018-04-01,G,0
OlddocCount,2018-04-01,H,72
OlddocVolume,2018-04-01,H,41816
OldpoValue,2018-04-01,H,0
OldinvValue,2018-04-01,H,0
OldpayValue,2018-04-01,H,0
OlddocCount,2018-04-01,I,107
OlddocVolume,2018-04-01,I,56938
OldpoValue,2018-04-01,I,0
OldinvValue,2018-04-01,I,0
OldpayValue,2018-04-01,I,0
OlddocCount,2018-04-01,J,107
OlddocVolume,2018-04-01,J,9510
OldpoValue,2018-04-01,J,4275
OldinvValue,2018-04-01,J,0
OldpayValue,2018-04-01,J,0
OlddocCount,2018-04-01,K,2650
OlddocVolume,2018-04-01,K,492288
OldpoValue,2018-04-01,K,0
OldinvValue,2018-04-01,K,0
OldpayValue,2018-04-01,K,0
OlddocCount,2018-04-01,L,0
OlddocVolume,2018-04-01,L,0
OldpoValue,2018-04-01,L,0
OldinvValue,2018-04-01,L,0
OldpayValue,2018-04-01,L,0
OlddocCount,2018-04-01,N,205
OlddocVolume,2018-04-01,N,66609
OldpoValue,2018-04-01,N,0
OldinvValue,2018-04-01,N,0
OldpayValue,2018-04-01,N,0
OlddocCount,2018-04-01,O,42
OlddocVolume,2018-04-01,O,6909
OldpoValue,2018-04-01,O,0
OldinvValue,2018-04-01,O,0
OldpayValue,2018-04-01,O,0
OlddocCount,2018-04-01,M,0
OlddocVolume,2018-04-01,M,0
OldpoValue,2018-04-01,M,0
OldinvValue,2018-04-01,M,0
OldpayValue,2018-04-01,M,0
OlddocCount,2018-04-01,P,1015
OlddocVolume,2018-04-01,P,246250
OldpoValue,2018-04-01,P,0
OldinvValue,2018-04-01,P,0
OldpayValue,2018-04-01,P,0
OlddocCount,2018-04-01,Q,0
OlddocVolume,2018-04-01,Q,0
OldpoValue,2018-04-01,Q,0
OldinvValue,2018-04-01,Q,0
OldpayValue,2018-04-01,Q,0
OlddocCount,2018-04-01,R,35
OlddocVolume,2018-04-01,R,10047
OldpoValue,2018-04-01,R,0
OldinvValue,2018-04-01,R,0
OldpayValue,2018-04-01,R,0
OlddocCount,2018-04-01,T,620
OlddocVolume,2018-04-01,T,502812
OldpoValue,2018-04-01,T,0
OldinvValue,2018-04-01,T,0
OldpayValue,2018-04-01,T,0
OlddocCount,2018-04-01,S,331
OlddocVolume,2018-04-01,S,252380
OldpoValue,2018-04-01,S,0
OldinvValue,2018-04-01,S,0
OldpayValue,2018-04-01,S,0
OlddocCount,2018-04-01,U,0
OlddocVolume,2018-04-01,U,0
OldpoValue,2018-04-01,U,0
OldinvValue,2018-04-01,U,0
OldpayValue,2018-04-01,U,0
docCount,2018-04-02,A,126665
docVolume,2018-04-02,A,135697084
poValue,2018-04-02,A,168037555
invValue,2018-04-02,A,1593935766
payValue,2018-04-02,A,0
OlddocCount,2018-04-02,B,20686
OlddocVolume,2018-04-02,B,9034648
OldpoValue,2018-04-02,B,0
OldinvValue,2018-04-02,B,0
OldpayValue,2018-04-02,B,0
OlddocCount,2018-04-02,C,2876
OlddocVolume,2018-04-02,C,789123
OldpoValue,2018-04-02,C,0
OldinvValue,2018-04-02,C,0
OldpayValue,2018-04-02,C,0
OlddocCount,2018-04-02,D,128
OlddocVolume,2018-04-02,D,119922
OldpoValue,2018-04-02,D,0
OldinvValue,2018-04-02,D,0
OldpayValue,2018-04-02,D,0
OlddocCount,2018-04-02,E,783
OlddocVolume,2018-04-02,E,1612847
OldpoValue,2018-04-02,E,0
OldinvValue,2018-04-02,E,0
OldpayValue,2018-04-02,E,0
OlddocCount,2018-04-02,F,6
OlddocVolume,2018-04-02,F,291
OldpoValue,2018-04-02,F,0
OldinvValue,2018-04-02,F,0
OldpayValue,2018-04-02,F,0
OlddocCount,2018-04-02,G,0
OlddocVolume,2018-04-02,G,0
OldpoValue,2018-04-02,G,0
OldinvValue,2018-04-02,G,0
OldpayValue,2018-04-02,G,0
OlddocCount,2018-04-02,H,200
OlddocVolume,2018-04-02,H,170985
OldpoValue,2018-04-02,H,0
OldinvValue,2018-04-02,H,0
OldpayValue,2018-04-02,H,0
OlddocCount,2018-04-02,I,2187
OlddocVolume,2018-04-02,I,1089833
OldpoValue,2018-04-02,I,0
OldinvValue,2018-04-02,I,0
OldpayValue,2018-04-02,I,0
OlddocCount,2018-04-02,J,2330
OlddocVolume,2018-04-02,J,863288
OldpoValue,2018-04-02,J,118918929
OldinvValue,2018-04-02,J,0
OldpayValue,2018-04-02,J,0
OlddocCount,2018-04-02,K,1992
OlddocVolume,2018-04-02,K,413981
OldpoValue,2018-04-02,K,0
OldinvValue,2018-04-02,K,0
OldpayValue,2018-04-02,K,0
OlddocCount,2018-04-02,L,0
OlddocVolume,2018-04-02,L,0
OldpoValue,2018-04-02,L,0
OldinvValue,2018-04-02,L,0
OldpayValue,2018-04-02,L,0
OlddocCount,2018-04-02,N,2855
OlddocVolume,2018-04-02,N,946450
OldpoValue,2018-04-02,N,0
OldinvValue,2018-04-02,N,0
OldpayValue,2018-04-02,N,0
OlddocCount,2018-04-02,O,2086
OlddocVolume,2018-04-02,O,343679
OldpoValue,2018-04-02,O,0
OldinvValue,2018-04-02,O,0
OldpayValue,2018-04-02,O,0
OlddocCount,2018-04-02,M,0
OlddocVolume,2018-04-02,M,0
OldpoValue,2018-04-02,M,0
OldinvValue,2018-04-02,M,0
OldpayValue,2018-04-02,M,0
OlddocCount,2018-04-02,P,561
OlddocVolume,2018-04-02,P,134817
OldpoValue,2018-04-02,P,0
OldinvValue,2018-04-02,P,0
OldpayValue,2018-04-02,P,0
OlddocCount,2018-04-02,Q,0
OlddocVolume,2018-04-02,Q,0
OldpoValue,2018-04-02,Q,0
OldinvValue,2018-04-02,Q,0
OldpayValue,2018-04-02,Q,0
OlddocCount,2018-04-02,R,1956
OlddocVolume,2018-04-02,R,562333
OldpoValue,2018-04-02,R,0
OldinvValue,2018-04-02,R,0
OldpayValue,2018-04-02,R,0
OlddocCount,2018-04-02,T,685
OlddocVolume,2018-04-02,T,401705
OldpoValue,2018-04-02,T,0
OldinvValue,2018-04-02,T,0
OldpayValue,2018-04-02,T,0
OlddocCount,2018-04-02,S,900
OlddocVolume,2018-04-02,S,535896
OldpoValue,2018-04-02,S,15715
OldinvValue,2018-04-02,S,0
OldpayValue,2018-04-02,S,0
OlddocCount,2018-04-02,U,0
OlddocVolume,2018-04-02,U,0
OldpoValue,2018-04-02,U,0
OldinvValue,2018-04-02,U,0
OldpayValue,2018-04-02,U,0
docCount,2018-04-03,A,134967
docVolume,2018-04-03,A,143685085
poValue,2018-04-03,A,85468139
invValue,2018-04-03,A,1082574633
payValue,2018-04-03,A,0
OlddocCount,2018-04-03,B,17209
OlddocVolume,2018-04-03,B,7601990
OldpoValue,2018-04-03,B,0
OldinvValue,2018-04-03,B,0
OldpayValue,2018-04-03,B,0
OlddocCount,2018-04-03,C,2683
OlddocVolume,2018-04-03,C,864799
OldpoValue,2018-04-03,C,0
OldinvValue,2018-04-03,C,0
OldpayValue,2018-04-03,C,0
OlddocCount,2018-04-03,D,126
OlddocVolume,2018-04-03,D,121961
OldpoValue,2018-04-03,D,0
OldinvValue,2018-04-03,D,0
OldpayValue,2018-04-03,D,0
OlddocCount,2018-04-03,E,1156
OlddocVolume,2018-04-03,E,2267227
OldpoValue,2018-04-03,E,0
OldinvValue,2018-04-03,E,0
OldpayValue,2018-04-03,E,0
OlddocCount,2018-04-03,F,12
OlddocVolume,2018-04-03,F,576
OldpoValue,2018-04-03,F,0
OldinvValue,2018-04-03,F,0
OldpayValue,2018-04-03,F,0
OlddocCount,2018-04-03,G,0
OlddocVolume,2018-04-03,G,0
OldpoValue,2018-04-03,G,0
OldinvValue,2018-04-03,G,0
OldpayValue,2018-04-03,G,0
OlddocCount,2018-04-03,H,209
OlddocVolume,2018-04-03,H,184146
OldpoValue,2018-04-03,H,0
OldinvValue,2018-04-03,H,0
OldpayValue,2018-04-03,H,0
OlddocCount,2018-04-03,I,2418
OlddocVolume,2018-04-03,I,1220503
OldpoValue,2018-04-03,I,0
OldinvValue,2018-04-03,I,0
OldpayValue,2018-04-03,I,0
OlddocCount,2018-04-03,J,2067
OlddocVolume,2018-04-03,J,535058
OldpoValue,2018-04-03,J,59574049
OldinvValue,2018-04-03,J,0
OldpayValue,2018-04-03,J,0
OlddocCount,2018-04-03,K,2020
OlddocVolume,2018-04-03,K,423961
OldpoValue,2018-04-03,K,0
OldinvValue,2018-04-03,K,0
OldpayValue,2018-04-03,K,0
OlddocCount,2018-04-03,L,0
OlddocVolume,2018-04-03,L,0
OldpoValue,2018-04-03,L,0
OldinvValue,2018-04-03,L,0
OldpayValue,2018-04-03,L,0
OlddocCount,2018-04-03,N,2713
OlddocVolume,2018-04-03,N,893969
OldpoValue,2018-04-03,N,0
OldinvValue,2018-04-03,N,0
OldpayValue,2018-04-03,N,0
OlddocCount,2018-04-03,O,2877
OlddocVolume,2018-04-03,O,475294
OldpoValue,2018-04-03,O,0
OldinvValue,2018-04-03,O,0
OldpayValue,2018-04-03,O,0
OlddocCount,2018-04-03,M,0
OlddocVolume,2018-04-03,M,0
OldpoValue,2018-04-03,M,0
OldinvValue,2018-04-03,M,0
OldpayValue,2018-04-03,M,0
OlddocCount,2018-04-03,P,692
OlddocVolume,2018-04-03,P,165244
OldpoValue,2018-04-03,P,0
OldinvValue,2018-04-03,P,0
OldpayValue,2018-04-03,P,0
OlddocCount,2018-04-03,Q,0
OlddocVolume,2018-04-03,Q,0
OldpoValue,2018-04-03,Q,0
OldinvValue,2018-04-03,Q,0
OldpayValue,2018-04-03,Q,0
OlddocCount,2018-04-03,R,1862
OlddocVolume,2018-04-03,R,538603
OldpoValue,2018-04-03,R,0
OldinvValue,2018-04-03,R,0
OldpayValue,2018-04-03,R,0
OlddocCount,2018-04-03,T,1029
OlddocVolume,2018-04-03,T,1273908
OldpoValue,2018-04-03,T,0
OldinvValue,2018-04-03,T,0
OldpayValue,2018-04-03,T,0
OlddocCount,2018-04-03,S,355
OlddocVolume,2018-04-03,S,158070
OldpoValue,2018-04-03,S,1655859
OldinvValue,2018-04-03,S,0
OldpayValue,2018-04-03,S,0
OlddocCount,2018-04-03,U,0
OlddocVolume,2018-04-03,U,0
OldpoValue,2018-04-03,U,0
OldinvValue,2018-04-03,U,0
OldpayValue,2018-04-03,U,0
docCount,2018-04-04,A,137786
docVolume,2018-04-04,A,147798658
poValue,2018-04-04,A,1447000
invValue,2018-04-04,A,759563418
payValue,2018-04-04,A,0
OlddocCount,2018-04-04,B,16929
OlddocVolume,2018-04-04,B,7459429
OldpoValue,2018-04-04,B,0
OldinvValue,2018-04-04,B,0
OldpayValue,2018-04-04,B,0
OlddocCount,2018-04-04,C,3905
OlddocVolume,2018-04-04,C,3194598
OldpoValue,2018-04-04,C,0
OldinvValue,2018-04-04,C,0
OldpayValue,2018-04-04,C,0
OlddocCount,2018-04-04,D,120
OlddocVolume,2018-04-04,D,109689
OldpoValue,2018-04-04,D,0
OldinvValue,2018-04-04,D,0
OldpayValue,2018-04-04,D,0
OlddocCount,2018-04-04,E,865
OlddocVolume,2018-04-04,E,1988608
OldpoValue,2018-04-04,E,0
OldinvValue,2018-04-04,E,0
OldpayValue,2018-04-04,E,0
OlddocCount,2018-04-04,F,7
OlddocVolume,2018-04-04,F,335
OldpoValue,2018-04-04,F,0
OldinvValue,2018-04-04,F,0
OldpayValue,2018-04-04,F,0
OlddocCount,2018-04-04,G,0
OlddocVolume,2018-04-04,G,0
OldpoValue,2018-04-04,G,0
OldinvValue,2018-04-04,G,0
OldpayValue,2018-04-04,G,0
OlddocCount,2018-04-04,H,170
OlddocVolume,2018-04-04,H,150313
OldpoValue,2018-04-04,H,0
OldinvValue,2018-04-04,H,0
OldpayValue,2018-04-04,H,0
OlddocCount,2018-04-04,I,2690
OlddocVolume,2018-04-04,I,1347162
OldpoValue,2018-04-04,I,0
OldinvValue,2018-04-04,I,0
OldpayValue,2018-04-04,I,0
OlddocCount,2018-04-04,J,2026
OlddocVolume,2018-04-04,J,572282
OldpoValue,2018-04-04,J,84961813
OldinvValue,2018-04-04,J,0
OldpayValue,2018-04-04,J,0
OlddocCount,2018-04-04,K,2115
OlddocVolume,2018-04-04,K,443586
OldpoValue,2018-04-04,K,0
OldinvValue,2018-04-04,K,0
OldpayValue,2018-04-04,K,0
OlddocCount,2018-04-04,L,0
OlddocVolume,2018-04-04,L,0
OldpoValue,2018-04-04,L,0
OldinvValue,2018-04-04,L,0
OldpayValue,2018-04-04,L,0
OlddocCount,2018-04-04,N,2235
OlddocVolume,2018-04-04,N,733624
OldpoValue,2018-04-04,N,0
OldinvValue,2018-04-04,N,0
OldpayValue,2018-04-04,N,0
OlddocCount,2018-04-04,O,2949
OlddocVolume,2018-04-04,O,487192
OldpoValue,2018-04-04,O,0
OldinvValue,2018-04-04,O,0
OldpayValue,2018-04-04,O,0
OlddocCount,2018-04-04,M,0
OlddocVolume,2018-04-04,M,0
OldpoValue,2018-04-04,M,0
OldinvValue,2018-04-04,M,0
OldpayValue,2018-04-04,M,0
OlddocCount,2018-04-04,P,514
OlddocVolume,2018-04-04,P,123182
OldpoValue,2018-04-04,P,0
OldinvValue,2018-04-04,P,0
OldpayValue,2018-04-04,P,0
OlddocCount,2018-04-04,Q,0
OlddocVolume,2018-04-04,Q,0
OldpoValue,2018-04-04,Q,0
OldinvValue,2018-04-04,Q,0
OldpayValue,2018-04-04,Q,0
OlddocCount,2018-04-04,R,2256
OlddocVolume,2018-04-04,R,643188
OldpoValue,2018-04-04,R,0
OldinvValue,2018-04-04,R,0
OldpayValue,2018-04-04,R,0
OlddocCount,2018-04-04,T,746
OlddocVolume,2018-04-04,T,686773
OldpoValue,2018-04-04,T,0
OldinvValue,2018-04-04,T,0
OldpayValue,2018-04-04,T,0
OlddocCount,2018-04-04,S,643
OlddocVolume,2018-04-04,S,505521
OldpoValue,2018-04-04,S,97413
OldinvValue,2018-04-04,S,0
OldpayValue,2018-04-04,S,0
OlddocCount,2018-04-04,U,0
OlddocVolume,2018-04-04,U,0
OldpoValue,2018-04-04,U,0
OldinvValue,2018-04-04,U,0
OldpayValue,2018-04-04,U,0
docCount,2018-04-05,A,133769
docVolume,2018-04-05,A,144876408
poValue,2018-04-05,A,181673982
invValue,2018-04-05,A,747505949
payValue,2018-04-05,A,0
OlddocCount,2018-04-05,B,19535
OlddocVolume,2018-04-05,B,8602590
OldpoValue,2018-04-05,B,0
OldinvValue,2018-04-05,B,0
OldpayValue,2018-04-05,B,0
OlddocCount,2018-04-05,C,1150
OlddocVolume,2018-04-05,C,55806
OldpoValue,2018-04-05,C,0
OldinvValue,2018-04-05,C,0
OldpayValue,2018-04-05,C,0
OlddocCount,2018-04-05,D,111
OlddocVolume,2018-04-05,D,103113
OldpoValue,2018-04-05,D,0
OldinvValue,2018-04-05,D,0
OldpayValue,2018-04-05,D,0
OlddocCount,2018-04-05,E,790
OlddocVolume,2018-04-05,E,1484986
OldpoValue,2018-04-05,E,0
OldinvValue,2018-04-05,E,0
OldpayValue,2018-04-05,E,0
OlddocCount,2018-04-05,F,8
OlddocVolume,2018-04-05,F,388
OldpoValue,2018-04-05,F,0
OldinvValue,2018-04-05,F,0
OldpayValue,2018-04-05,F,0
OlddocCount,2018-04-05,G,0
OlddocVolume,2018-04-05,G,0
OldpoValue,2018-04-05,G,0
OldinvValue,2018-04-05,G,0
OldpayValue,2018-04-05,G,0
OlddocCount,2018-04-05,H,187
OlddocVolume,2018-04-05,H,159631
OldpoValue,2018-04-05,H,0
OldinvValue,2018-04-05,H,0
OldpayValue,2018-04-05,H,0
OlddocCount,2018-04-05,I,2677
OlddocVolume,2018-04-05,I,1337586
OldpoValue,2018-04-05,I,0
OldinvValue,2018-04-05,I,0
OldpayValue,2018-04-05,I,0
OlddocCount,2018-04-05,J,1590
